災いを断つ烈火 エリウッド,Eliwood B22-006SR Fire Emblem 0 Cipher FE Booster Series 22 Blazing Blade Heroes
優情と雷剣の姫 エイリーク,Eirika B22-007SR Fire Emblem 0 Cipher FE Booster Series 22 Sacred Stones Heroes
蒼炎と神剣の英傑 アイク,Ike B22-008SR Fire Emblem 0 Cipher FE Booster Series 22 Radiant Dawn Heroes
暁光を纏いし巫女 ミカヤ,Micaiah B22-009SR Fire Emblem 0 Cipher FE Booster Series 22 Radiant Dawn Heroes
運命を変える聖王 クロム,Chrom B22-010SR Fire Emblem 0 Cipher FE Booster Series 22 Awakening Heroes
己が道を選びし神子 カムイ（男）,Corrin Male B22-011SR Fire Emblem 0 Cipher FE Booster Series 22 If Fates Heroes
英雄を束ねし王子 アルフォンス,Alfonse B22-012SR Fire Emblem 0 Cipher FE Booster Series 22 Heroes
神祖の力を受け継ぐ者 ベレト,
至高の光で世を照らす者 ギネヴィア,Guinivere B22-041SR Fire Emblem 0 Cipher FE Booster 22 Binding Blade Heroes
七色の策を持つ軍師 ルフレ（女）,Robin B22-064SR Fire Emblem 0 Cipher FE Booster 22 Awakening Heroes
果てなき闘いの果てに アクア,Azura B22-072SR Fire Emblem 0 Cipher FE Booster Series 22 If Fates Heroes
プリンセス ミネルバ(箔押し),Minerva B01-030R (+) Fire Emblem 0 Cipher Booster 1 Mint Mystery of FE
天馬三姉妹の長姉 パオラ(箔押し),Palla B01-038R+ Fire Emblem 0 Cipher Mint Booster 1 Mistery of FE Heroes
天馬三姉妹の次女 カチュア(箔押し),
天馬三姉妹の末っ子 エスト(箔押し),
聖王の神軍師 ルフレ(女)(サイン入り),
イーリス聖王国の王女 リズ(サイ...,Lissa B01-059R(+) Fire Emblem 0 Cipher Booster Part 1 Mint FE Awakening
孤高の刃 ロンクー(箔押し),Lon'qu B01-070R+ Fire Emblem 0 Cipher Booster 1 Mint FE Heroes Awakening
花の似合う男 アズール(箔押し),Inigo: B01-097R+ Fire Emblem 0 Cipher Booster Series 1 Mint FE Awakening
白き歌い手 アクア(箔押し),Azura: B02-004R(+) Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
爆炎使い サイゾウ(箔押し),Saizo: B02-014R(+) Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
桜花の守り人 カザハナ(箔押し),
完璧なる翼 ツバキ(箔押し),Subaki B02-028R + Fire Emblem 0 Cipher Booster 2 Mint FE If Fates Heroes
黒き歌い手 アクア(箔押し),Azura B02-054R + Fire Emblem 0 Cipher Mint Booster 2 If fates Heroes
美装の王子 フォレオ(箔押し),Forrest: B02-093R(+) Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
陽光に立つ剣士 ソレイユ(箔押し),
宵闇のソーサラー オフェリア(箔押し),Ophelia B02-097R+ Fire Emblem 0 Cipher Mint FE Booster 2 If Fates Heroes
解放への疾槍 ネフェニー(箔押し),
決意の赤竜騎 ジル(箔押し),Jill B03-036R (+) Fire Emblem 0 Cipher Booster 3 Mint Radiant Dawn FE Heroes
フェニキス王 ティバーン(箔押し),
キルヴァス王 ネサラ(箔押し),Naesala B03-044R+ Fire Emblem 0 Cipher Booster 3 Mint FE Radiant Dawn Heroes
星瞳の戦巫女 ミタマ(箔押し),
金毛の妖娘 キヌ(箔押し),
義賊×乙女 エポニーヌ(箔押し),Nina B03-091R(+) Fire Emblem 0 Cipher Booster 3 FE Heroes If Fates
父愛深き仔狼 ベロア(箔押し),
全国民の妹 源 まもり(サイン入り),Mamori Minamoto : B04-009R+ Fire Emblem 0 Cipher Signed Card FE Tokyo Mirage
一流を超えた一流 剣 弥代(サイ...,
仮面の黒騎士 シリウス(箔押し),Sirius: B04-031R(+) Fire Emblem 0 Cipher NM Booster 4 Mystery of FE
マケドニア王 ミシェイル(箔押し),Michalis B04-047R + Fire Emblem 0 Cipher NM Booster 4 Mystery of FE
クールｏｒキュート？ 黒乃 霧亜...,Kiria Kurono: B04-055R+ Fire Emblem 0 Cipher Signed Card FE Tokyo Mirage
プレシャスアクトレス 弓弦 エレ...,Eleonora Yumizuru: B04-059R+ Fire Emblem 0 Cipher Signed Card FE Tokyo Mirage
時の迷い子 マーク(女)(箔押し),Morgan B04-083R+ Fire Emblem 0 Cipher Mint Booster 4 Awakening FE Heroes
正義の翼 シンシア(箔押し),Cynthia: B04-092R+ Fire Emblem 0 Cipher Mint Booster Series 4 FE Awakening
百戦錬磨の強者 ディーク(箔押し),
イリアの元気な花 シャニー(箔押し),
イリアの凜々しき花 ティト(箔押し),
イリアの優美な花 ユーノ(箔押し),
ハタリの女王 ニケ(箔押し),
清真女王 エリンシア(箔押し),
凍風の参謀 セネリオ(箔押し),Soren B05-090R(+) Fire Emblem 0 Cipher Booster 5 FE Heroes Path Radiance
ゴルドアの王子 クルトナーガ(箔押し),Kurthnaga B05-098R+ Fire Emblem 0 Cipher Mint FE Booster 5 Radiant Dawn Heroes
獅子王 エルトシャン(箔押し),
不撓の姫騎士 エスリン(箔押し),Ethlyn B06-010R(+) Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
蒼き忠槍 フィン(箔押し),
獅子の妹 ラケシス(箔押し),
恍惚の伝道者 ゼロ(箔押し),Niles B06-064R+ Fire Emblem 0 Cipher Booster 6 Mint FE If Fates Heroes
可愛い破壊神 フェリシア(箔押し),Felicia B06-070R(+) Fire Emblem 0 Cipher Mint FE Booster 6 If Fates Heroes
フローズンハート フローラ(箔押し),Flora B06-072R+ Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
暴虐の暗夜王 ガロン(箔押し),
晴雲の天馬少女 フロリーナ(箔押し),Florina B07-015R + Fire Emblem 0 Cipher Booster 7 Mint FE Blazing Blade
ワガママ気ままな少女司祭 セー...,
つつましき野花 レベッカ(箔押し),Rebecca B07-024R+ Fire Emblem 0 Cipher NM FE Booster Series 7 Blazing Blade
死神と呼ばれた男 ジャファル(箔押し),
祝賀の忍装束 サイゾウ(箔押し),
祝賀の晴れ姿 カゲロウ(箔押し),
のんきな金鵄武者 セツナ(箔押し),
剣鬼となりし王 スメラギ(箔押し),Sumeragi B07-093R+ Fire Emblem 0 Cipher Mint FE Booster Series 7 If Fate Heroes
神竜の力を得た聖王 ルキナ(箔押し),
見えない盾 カラム(箔押し),
気高き友情の乙女 マリアベル(箔押し),
悠久を生きる巫女 チキ(箔押し),
天を舞う流星 ラクチェ(箔押し),
魔剣の継承者 アレス(箔押し),
清光の雷姫 ティニー(箔押し),
侠勇の神射手 ファバル(箔押し),
一途な恋心 エフィ(箔押し),Faye B09-015R + Fire Emblem 0 Cipher Mint FE Heroes Booster 9 Echoes Heroes
天下の用心棒 セーバー(箔押し),
リゲルの黒騎士 ジーク(箔押し),Zeke B09-041R (+) Fire Emblem 0 Cipher Mint Mystery of FE Echoes Heroes
覇者への妄執 ベルクト(サイン入り),Berkut B09-046R(+) Fire Emblem 0 Cipher Mint Signned Card FE Echoes Heroes
美しき才炎 リリーナ(箔押し),
闇の申し子 レイ(箔押し),Raigh B09-065R+ Fire Emblem 0 Cipher Booster 9 Mint FE Heroes Binding Blade
獣牙の少女指揮官 レテ(箔押し),Lethe B09-078R+ Fire Emblem 0 Cipher Mint Booster 9 FE Radiant Dawn Heroes
グレイル傭兵団の団長 アイク(箔押し),Ike B09-091R+ Fire Emblem 0 Cipher Mint FE Radiant Dawn Heroes Booster 9
フィアナの女神 エーヴェル(箔押し),
風に導かれた少年 アスベル(箔押し),Asvel B10-027R+ Fire Emblem 0 Cipher Mint FE Booster Series 10 Thracia 776
月と星の剣士 マリータ(箔押し),Mareeta B10-033R (+) Fire Emblem 0 Cipher Mint FE Booster 10 Holy War
カリスマの騎士 デルムッド(箔押し),Diarmuid: B10-044R+ Fire Emblem 0 Cipher Mint FE Booster Series 10 Holy Wars
在るべき路の果てに シグレ(箔押し),Shigure B10-059R+ Fire Emblem 0 Cipher Booster 10 Mint FE Heroes If Fates
泡沫の歌姫 アクア(箔押し),
金色の笑顔 シャロン(サイン入り),Sharena B10-090R+ Fire Emblem 0 Cipher Mint Booster 10 FE Heroes Signned Card
闇衣の魔道騎士 ブルーノ(サイン入り),Bruno B10-095R(+)  Fire Emblem 0 Cipher Signned Card Mint FE if Fates Heroes
聖なる雷剣の姫 エイリーク(箔押し),Eirika: B11-002R+ Fire Emblem 0 Cipher Mint Booster Series 11 Echoes
熱き炎槍の王子 エフラム(箔押し),
策謀の王子 ヒーニアス(箔押し),Innes B11-032R+ Fire Emblem 0 Cipher Mint FE Booster Series 11 Sacred Stones
光の聖王女 ラーチェル(箔押し),
無垢なる竜人 ミルラ(箔押し),Myrrh B11-041R + Fire Emblem 0 Cipher Mint Booster 11 FE Sacred Stones Heroes
見つめる黒翼 エフィ(サイン入り),Faye B11-055R + Fire Emblem 0 Cipher Mint Booster 11 FE Echoes Sign Card
光輝なる騎士道 クレーベ(サイン入り),
眠る宝への嗅覚 アンナ(サイン入り),
紅の聖騎士 ティアマト(箔押し),
活路を開く賢風 セネリオ(サイン入り),
獅子の末裔 ソーンバルケ(箔押し),Stefan B12-025R (+) Fire Emblem 0 Cipher FE Heroes Booster 12 Path Radiance
クリミア女王 エリンシア(サイン入り),
覚醒めし正義 クロム(箔押し),
未来を望む聖眼 ルキナ(箔押し),Lucina B12-053R(+) Fire Emblem 0 Cipher Mint FE Booster 12 Awakening Heroes
救世の神竜 ナーガ(箔押し),
光の血を引く騎士 シグルド(箔押し),Sigurd B12-083R+ Fire Emblem 0 Cipher Mint FE Genealogy of Holy War Heroes
影に捧ぐ挽歌 マシュー(サイン入り),
運命の遭逢 ニニアン(サイン入り),Ninian B13-027R+ Fire Emblem 0 Cipher Mint FE Blazing Blade Heroes Sign Card
「生きた伝説」の弟子 パント(箔押し),Pent: B13-029R+ Fire Emblem 0 Cipher Mint FE Heroes
溢れる愛の弓 ルイーズ(箔押し),Louise B13-031R+ Fire Emblem 0 Cipher Mint FE Heroes
アリティアの守護神 ドーガ(箔押し),Draug B13-064R (+) Fire Emblem 0 Cipher Mint Mystery of FE Heroes
危機に駆けつける弓 ノルン(箔押し),Norne B13-066R+ Fire Emblem 0 Cipher Mint Booster 13 Mystery of FE Heroes
気高き愛の聖女 レナ(箔押し),Lena B13-070R (+) Fire Emblem 0 Cipher Heroes Booster 13 Mystery of FE
地を薙ぐ炎剣 レーヴァテイン(サ...,
美しき天才翔騎 ティアモ(箔押し),
伝説を作る者…その名は ウード(...,
天才の血を引く少女 セレナ(箔押し),
小さな頑張り屋 ンン(サイン入り),Nah B14-032R+ Fire Emblem 0 Cipher Booster 14 FE Awakening Heroes Signned Card
白き竜血を引く王子 リョウマ(箔押し),Ryoma  B14-056R+ Fire Emblem 0 Cipher Mint Booster Part 14 Mint FE Heroes
寿ぐ桜花の巫女 サクラ(箔押し),Sakura B14-062R+ Fire Emblem 0 Cipher Mint Booster 14 FE Heroes If Fates
父の魂を継ぐ者 アイク(箔押し),
勝負！勝負！また勝負！ ワユ(サ...,
明紅の竜騎 エスト(サイン入り),Est: B15-018R(+) Fire Emblem 0 Cipher Mint FE Heroes Booster Part 15 Sign Card
蒼閃の竜騎 カチュア(サイン入り),
翠風の竜騎 パオラ(サイン入り),
伝説を携えし王女 エリス(サイン入り),Elice B15-038R(+) Fire Emblem 0 Cipher NM FE Mystery of Heroes Signned
黒き竜血を引く王子 マークス(箔押し),Xander B15-054R(+)  Fire Emblem 0 Cipher Mint FE if Fates Heroes
穢れなき彩花の姫 エリーゼ(箔押し),Elise B15-060R+ Fire Emblem 0 Cipher Booster 15 Mint FE Heroes If Fates
地神に連なる王子 キュアン(箔押し),
トラキア王 トラバント(箔押し),Travant B15-095R(+) Fire Emblem 0 Cipher Mint FE Booster 15 Holy War Heroes
父譲りの魔才 クラリーネ(箔押し),
母譲りの弓才 クレイン(箔押し),Klein B16-024R (+) Fire Emblem 0 Cipher Mint FE Booster 16 Binding Blade
暗闇の巫女 イドゥン(箔押し),
二つの顔を持つ王子 コンラート(...,Conrad B16-060R+ Fire Emblem 0 Cipher Booster 16 Card FE Echoes Sign card
楽園を夢見た女神 ミラ(サイン入り),Mila B16-064R(+) Fire Emblem 0 Cipher Booster 16 FE Echoes Sign Card #11
成長する焔 トパック(箔押し),Tormod B16-073R + Fire Emblem 0 Cipher Mint FE Booster 16 Radiant Dawn
祖国を愛する闘槍 ネフェニー(箔押し),
大いなる皇女 ヴェロニカ(サイン入り),
蒼き炎の紋章 メダリオン(箔押し),Medallion B20-098R (+) Fire Emblem 0 Cipher Booster 20 FE Heroes Path Radiance
猛牛と呼ばれし騎士 カイン,Cain B01-007R Fire Emblem 0 Cipher Booster 1 Mint FE Mystery of
黒豹と呼ばれし騎士 アベル,
疾風の賢者 マリク,Merric B01-028R Fire Emblem 0 Cipher Booster 1 FE Heroes Mystery of
プリンセス ミネルバ,Minerva: B01-030R Fire Emblem 0 Cipher Booster 1 Mint FE Mystery of
オーラの継承者 リンダ,Linde: Aura's Heiress B01-035R  Fire Emblem 0 Cipher NM FE Heroes
天馬三姉妹の長姉 パオラ,Palla B01-038R Fire Emblem 0 Cipher Mint Booster 1 Mistery of FE Heroes
天馬三姉妹の次女 カチュア,Catria B01-040R Fire Emblem 0 Cipher Mint Booster 1 Mistery of FE Heroes
天馬三姉妹の末っ子 エスト,Est: B01-042R Fire Emblem 0 Cipher Booster 1 Mint FE Mystery of
聖王の神軍師 ルフレ(女),Robin (Female): B01-057R Fire Emblem 0 Cipher Booster 1 Mint FE Awakening
イーリス聖王国の王女 リズ,Lissa: B01-059R Fire Emblem 0 Cipher Booster Part 1 Mint FE Awakening
心優しき自警団の花 スミア,Sumia B01-068R  Fire Emblem 0 Cipher NM Awakening FE Heroes
孤高の刃 ロンクー,Lon'qu B01-070R Fire Emblem 0 Cipher Booster 1 FE Heroes Awakening
永遠の幼子 ノノ,Nowi B01-078R Fire Emblem 0 Cipher FE Heroes Booster 1 Awakening
照れ屋の踊り子 オリヴィエ,Olivia: B01-083R Fire Emblem 0 Cipher Booster 1 Mint FE Awakening
ロザンヌの守護者 セルジュ,Cherche B01-084R Fire Emblem 0 Cipher FE Heroes Booster 1 Awakening
花の似合う男 アズール,
白き歌い手 アクア,Azura B02-004R Fire Emblem 0 Cipher Mint Booster 2 If Fates FE Heroes
爆炎使い サイゾウ,Saizo: B02-014R Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
暗夜を屠る者 オボロ,Oboro: B02-024R Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
桜花の守り人 カザハナ,Hana: B02-026R Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
完璧なる翼 ツバキ,Subaki: B02-028R Fire Emblem 0 Cipher Booster Part 2 Mint FE If Fates
サイゾウを継ぐ者 グレイ,Asugi: B02-043R Fire Emblem 0 Cipher Mint FE Booster 2 Awakening
完璧を追う翼 マトイ,Caeldori B02-045R  Fire Emblem 0 Cipher NM if Fates FE Heroes
昏き愛炎の陰陽師 シャラ,Rhajat B02-047R Fire Emblem 0 Cipher Mint Booster 2 If fates Heroes
黒き歌い手 アクア,
舞い斬る華麗な勇士 ラズワルド,
イノセント・キラー ピエリ,Peri: Innocent Killer B02-066R  Fire Emblem 0 Cipher NM if Fates FE Heroes
負けず嫌いな弓騎士 ルーナ,
選ばれし闇の者 オーディン,Odin: B02-072R Fire Emblem 0 Cipher Mint FE Booster 2 If Fate
美装の王子 フォレオ,Forrest: B02-093R Fire Emblem 0 Cipher Mint FE Booster 2 If Fates
陽光に立つ剣士 ソレイユ,Soleil B02-095R Fire Emblem 0 Cipher Mint Booster 2 If fates Heroes
宵闇のソーサラー オフェリア,
兄を捜す聖天馬 マーシャ,Marcia: B03-025R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
解放への疾槍 ネフェニー,Nephenee: B03-032R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
決意の赤竜騎 ジル,Jill: B03-036R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
ガリアの獣牙戦士 ライ,Ranulf B03-040R Fire Emblem 0 Cipher Mint Booster 3 Path of Radiance Heroes
フェニキス王 ティバーン,Tibarn: B03-043R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
キルヴァス王 ネサラ,Naesala: B03-044R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
セリノスの王子 リュシオン,Reyson: B03-045R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path Radiance
目覚めしサギの王女 リアーネ,Leanne: B03-046R Fire Emblem 0 Cipher Booster Part 3 Mint FE Path of Radiance
白き神竜王子 カンナ(男),Kana: B03-062R Fire Emblem 0 Cipher Booster Part 3 Mint FE If Fates
美声の聖天馬 シグレ,Shigure: B03-063R Fire Emblem 0 Cipher Booster Part 3 Mint FE If Fates
星瞳の戦巫女 ミタマ,Mitama: B03-069R Fire Emblem 0 Cipher Booster Part 3 Mint FE If Fates
金毛の妖娘 キヌ,
誓いの親友 サイラス,Silas: B03-083R Fire Emblem 0 Cipher Booster Part 3 Mint FE If Fates
黒き神竜姫 カンナ(女),Kana: B03-086R Fire Emblem 0 Cipher Booster Part 3 Mint FE If Fates
義賊×乙女 エポニーヌ,Nina: B03-091R Fire Emblem 0 Cipher Mint FE Booster 3 If Fates
父愛深き仔狼 ベロア,Velouria: B03-095R Fire Emblem 0 Cipher Mint FE Booster 3 If Fates
全国民の妹 源 まもり,Mamori Minamoto: B04-009R Fire Emblem 0 Cipher NM FE Tokyo Mirage Booster 4
一流を超えた一流 剣 弥代,
聖女を捜すシーフ ジュリアン,Julian B04-029R Fire Emblem 0 Cipher Mint Booster 4 Mystery of FE Heroes
仮面の黒騎士 シリウス,Sirius: B04-031R Fire Emblem 0 Cipher NM Booster Series 4 Mystery of FE
さすらいの舞姫 フィーナ,
超魔法の継承者 マリク,Merric: B04-038R Fire Emblem 0 Cipher NM Booster Series 4 Mystery of FE
草原の狼 ハーディン,Hardin: B04-045R Fire Emblem 0 Cipher NM Booster Series 4 FE Mystery of
マケドニア王 ミシェイル,Michalis: B04-047R Fire Emblem 0 Cipher NM Booster Series 4 Mystery of FE
クールｏｒキュート？ 黒乃 霧亜,Kiria Kurono: B04-055R Fire Emblem 0 Cipher Mint FE Tokyo Mirage Booster 4
プレシャスアクトレス 弓弦 エレ...,Eleonora Yumizuru: B04-059R Fire Emblem 0 Cipher NM FE Tokyo Mirage Booster 4
闇夜の甘き芳香 ガイア,Gaius B04-070R Fire Emblem 0 Cipher Mint Booster 4 Awakening FE Heroes
解放軍の剣姫 サイリ,
時の迷い子 マーク(女),
神に選ばれし者 ウード,Owain: B04-085R Fire Emblem 0 Cipher Mint Booster Series 4 FE Awakening
笑顔の運び手 アズール,Inigo: B04-087R Fire Emblem 0 Cipher Booster Part 4 Mint FE Awakening
正義の翼 シンシア,Cynthia: B04-092R Fire Emblem 0 Cipher Mint Booster Series 4 FE Awakening
炎の如き忠騎 アレン,Alen: B05-007R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
疾風の如き忠騎 ランス,Lance: B05-009R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
百戦錬磨の強者 ディーク,Deke: B05-017R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
イリアの元気な花 シャニー,Shanna: B05-022R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
理の申し子 ルゥ,Lugh: B05-025R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
イリアの凜々しき花 ティト,Tate: B05-038R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
神と呼ばれし竜 ファ,Fae B05-044R Fire Emblem 0 Cipher Mint Booster 5 Binding Blade FE Heroes
イリアの優美な花 ユーノ,Juno: B05-046R  Fire Emblem 0 Cipher Mint FE Booster 5 Binding Blade
陽気な剣豪 エディ,Edward B05-057R Fire Emblem 0 Cipher Mint Booster 5 Path Radiance FE Heroes
ハタリの女王 ニケ,Nailah B05-073R Fire Emblem 0 Cipher Booster 5 Mint FE Heroes Path Radiance
清真女王 エリンシア,Elincia B05-074R Fire Emblem 0 Cipher Booster 5 FE Heroes Path Radiance
憂国の闘姫 ネフェニー,
永遠なる忠誠の剣 ルキノ,Lucia: B05-080R  Fire Emblem 0 Cipher Mint FE Booster 5 Path of Radiance
神使親衛隊の隊長 シグルーン,Sigrun B05-084R Fire Emblem 0 Cipher Booster 5 FE Heroes Path Radiance
凍風の参謀 セネリオ,Soren B05-090R Fire Emblem 0 Cipher Booster 5 FE Heroes Path Radiance
ゴルドアの王子 クルトナーガ（...,Kurthnaga B05-098R  Fire Emblem 0 Cipher Mint FE Booster 5 Path of Radiance
獅子王 エルトシャン,Eldigan B06-008R Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
不撓の姫騎士 エスリン,Ethlyn B06-010R Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
蒼き忠槍 フィン,Finn: Devoted Blue Lance B06-012R Fire Emblem 0 Cipher Mint FE Heroes
獅子の妹 ラケシス,Lachesis B06-031R Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
旅の踊り子 シルヴィア,Sylvia B06-036R Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
氷雪の翔騎 フュリー,Erin: Blizzard Flier B06-038R Fire Emblem 0 Cipher Mint FE Heroes
目覚めし聖射手 ブリギッド,Bridget B06-040R Fire Emblem 0 Cipher Mint Booster 6 Holy War FE Heroes
空に舞う英雄 マーニャ,
見敵必殺 ベルカ,Beruka: The Deadly B06-062R Fire Emblem 0 Cipher Mint FE Heroes If fate
恍惚の伝道者 ゼロ,Niles B06-064R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
ナイト・オブ・マイト エルフィ,Effie B06-066R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
可愛い破壊神 フェリシア,Felicia B06-070R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
フローズンハート フローラ,Flora B06-072R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
暁暗の王子 ジークベルト,Siegbert B06-082R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
暴虐の暗夜王 ガロン,Garon B06-092R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
裏切りの老騎士 ギュンター,Gunter B06-096R Fire Emblem 0 Cipher Mint Booster 6 If fates FE Heroes
リキア一の騎士 エリウッド,Eliwood: B07-002R Fire Emblem 0 Cipher Mint FE Heroes Booster 7 Blazing Blade
晴雲の天馬少女 フロリーナ,Florina B07-015R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes Blazing Blade
ワガママ気ままな少女司祭 セーラ,Serra B07-017R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes Blazing Blade
柔らかな光 ルセア,Lucius B07-022R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes Blazing Blade
つつましき野花 レベッカ,Rebecca: B07-024R Fire Emblem 0 Cipher Mint FE Booster 7 Blazing Blade Heroes
愛と復讐の剣 レイヴァン,Raven B07-032R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes Blazing Blade
死神と呼ばれた男 ジャファル,Jaffar B07-041R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes Blazing Blade
冷酷なる蒼鴉 ウルスラ,Ursula B07-047R Fire Emblem 0 Cipher Mint Booster 7 Blazing Blade FE Heroes
祝賀の忍装束 サイゾウ,Saizo: B07-060R Fire Emblem 0 Cipher Mint FE Booster Series 7 If Fate Heroes
祝賀の晴れ姿 カゲロウ,Kagero: B07-062R Fire Emblem 0 Cipher Booster Part 7 Mint FE If Fates
のんきな金鵄武者 セツナ,Setsuna: B07-064R Fire Emblem 0 Cipher Mint FE Booster Series 7 If Fate Heroes
武人の魂を持つ少女 カザハナ,Hana: B07-068R Fire Emblem 0 Cipher NM FE Booster Series 7 If Fate Heroes
傍らに立つ切り札 ジョーカー,
再会の親友 サイラス,Silas: B07-076R Fire Emblem 0 Cipher Mint FE Booster Series 7 If Fate Heroes
雷神を継ぐ覚悟 シノノメ,Shiro B07-084R Fire Emblem 0 Cipher Booster 7 Mint FE Heroes If Fates
剣鬼となりし王 スメラギ,Sumeragi:  B07-093R Fire Emblem 0 Cipher Mint FE Booster Series 7 If Fate Heroes
神竜の力を得た聖王 ルキナ,Lucina B08-004R Fire Emblem 0 Cipher Mint Booster 8 Awakening FE Heroes
ヴィオール家の当主 ヴィオール,
見えない盾 カラム,Kellam B08-019R Fire Emblem 0 Cipher Booster 8 Mint FE Heroes Awakening
気高き友情の乙女 マリアベル,Maribelle B08-023R Fire Emblem 0 Cipher Mint Booster 8 FE Awakening Heroes
暗き悋気の炎 サーリャ,
二人の英雄の血を継ぐ者 ウード,Owain: B08-033R Fire Emblem 0 Cipher Mint FE Booster 8 Awakening
悠久を生きる巫女 チキ,Tiki B08-039R Fire Emblem 0 Cipher Mint Booster 8 FE Awakening Heroes
破滅と滅亡の竜 ギムレー,Grima (Robin) B08-048R Fire Emblem 0 Cipher Booster 8 Mint FE Heroes Awakening
光の皇子 セリス,Seliph B08-052R Fire Emblem 0 Cipher Mint Booster 8 Holy War FE Heroes
天を舞う流星 ラクチェ,Larcei B08-059R Fire Emblem 0 Cipher Mint FE Booster 8 Holy War
英雄への憧れ フィー,Fee B08-068R Fire Emblem 0 Cipher Mint Booster 8 FE Holy War Heroes
魔剣の継承者 アレス,Ares: B08-081R  Fire Emblem 0 Cipher Mint FE Booster 8 Holy War
ダーナの踊り子 リーン,Lene: B08-084R  Fire Emblem 0 Cipher Mint FE Booster 8 Holy War
清光の雷姫 ティニー,Tine B08-085R Fire Emblem 0 Cipher Booster 8 Mint FE Heroes Holy War
侠勇の神射手 ファバル,Febail B08-087R Fire Emblem 0 Cipher Booster 8 Mint FE Heroes Holy War
グランベル皇帝 アルヴィス,Arvis: B08-096R Fire Emblem 0 Cipher Mint FE Booster 8 Holy War
篤き友情の弓騎士 ロビン,Tobin B09-010R Fire Emblem 0 Cipher Booster 9 Mint FE Heroes Echoes
一途な恋心 エフィ,Faye: B09-015R Fire Emblem 0 Cipher Mint FE Heroes Booster Part 9
天下の用心棒 セーバー,Saber B09-029R Fire Emblem 0 Cipher Mint Booster 9 FE Echoes Heroes
究極魔法の使い手 デューテ,Delthea B09-033R Fire Emblem 0 Cipher Booster 9 Mint FE Heroes Echoes
リゲルの黒騎士 ジーク,Zeke: B09-041R Fire Emblem 0 Cipher Mint FE Heroes Booster Part 9
覇者への妄執 ベルクト,Berkut B09-046R Fire Emblem 0 Cipher Mint FE Booster 9 Echoes Heroes
予言されし炎 ロイ,Roy: Foretold Flame B09-054R Fire Emblem 0 Cipher NM FE Binding Blade Heroes
美しき才炎 リリーナ,Lilina B09-058R Fire Emblem 0 Cipher Mint Booster 9 FE Binding Blade Heroes
双剣の隼 キルマー,
闇の申し子 レイ,Raigh B09-065R Fire Emblem 0 Cipher Booster 9 Mint FE Heroes Binding Blade
超キッツイのあげちゃう！ ジェミー,Jemmie: Super-Severe Searer!  B09-071R Fire Emblem 0 Cipher Mint FE Heroes
獣牙の少女指揮官 レテ,Lethe B09-078R Fire Emblem 0 Cipher Mint Booster 9 FE Radiant Dawn Heroes
ガリア王 カイネギス,Caineghis B09-090R Fire Emblem 0 Cipher Mint Booster 9 Path Radiance FE Heroes
グレイル傭兵団の団長 アイク,
穏静の剣使い ツイハーク,Zihark B09-095R Fire Emblem 0 Cipher Booster 9 Mint FE Heroes Path Radiance
ゴルドア王 デギンハンザー,Dheginsea: King of Goldoa B09-099R Fire Emblem 0 Cipher NM FE RadiantDawn Heroes
レンスター軍の盟主 リーフ,Leif B10-002R Fire Emblem 0 Cipher Mint FE Booster 10 Thracia 776 Heroes
